Case Study,Sampling Strategy,Robustness,Confidence Difference
BerkeleyDBC,divDistBased,0.107,1.5256080480363645e-05
BerkeleyDBC,divDistBased,0.108,1.3669597558663147e-05
BerkeleyDBC,divDistBased,0.109,1.224658484366703e-05
BerkeleyDBC,divDistBased,0.11,1.0970354233585944e-05
BerkeleyDBC,divDistBased,0.111,9.825905320393067e-06
BerkeleyDBC,divDistBased,0.112,8.799756326616226e-06
BerkeleyDBC,divDistBased,0.113,7.8797918146023e-06
BerkeleyDBC,divDistBased,0.114,7.0551255215711706e-06
BerkeleyDBC,divDistBased,0.115,6.315976833537462e-06
BerkeleyDBC,divDistBased,0.116,5.653559553175924e-06
BerkeleyDBC,divDistBased,0.117,5.059981751709408e-06
BerkeleyDBC,divDistBased,0.118,4.528155609584417e-06
BerkeleyDBC,divDistBased,0.119,4.051716260833338e-06
BerkeleyDBC,divDistBased,0.12,3.6249487489481425e-06
BerkeleyDBC,divDistBased,0.121,3.2427222927955413e-06
BerkeleyDBC,divDistBased,0.122,2.9004311372649028e-06
BerkeleyDBC,divDistBased,0.123,2.5939413355047236e-06
BerkeleyDBC,divDistBased,0.124,2.319542874662517e-06
BerkeleyDBC,divDistBased,0.125,2.073906611887999e-06
BerkeleyDBC,divDistBased,0.126,1.8540455437587864e-06
BerkeleyDBC,divDistBased,0.127,1.657279976363668e-06
BerkeleyDBC,divDistBased,0.128,1.4812062073543686e-06
BerkeleyDBC,divDistBased,0.129,1.323668368580222e-06
BerkeleyDBC,divDistBased,0.13,1.1827331148905884e-06
BerkeleyDBC,divDistBased,0.131,1.0566668722233883e-06
BerkeleyDBC,divDistBased,0.132,9.439153905166364e-07
BerkeleyDBC,divDistBased,0.133,8.430853691843154e-07
BerkeleyDBC,divDistBased,0.134,7.529279474338679e-07
BerkeleyDBC,divDistBased,0.135,6.723238714645419e-07
BerkeleyDBC,divDistBased,0.136,6.00270171347006e-07
BerkeleyDBC,divDistBased,0.137,5.35868193374256e-07
BerkeleyDBC,divDistBased,0.138,4.783128525476243e-07
BerkeleyDBC,divDistBased,0.139,4.268829827402954e-07
BerkeleyDBC,divDistBased,0.14,3.8093267096250827e-07
BerkeleyDBC,divDistBased,0.141,3.3988347936109164e-07
BerkeleyDBC,divDistBased,0.142,3.032174625827722e-07
BerkeleyDBC,divDistBased,0.143,2.7047090145337904e-07
BerkeleyDBC,divDistBased,0.144,2.4122867892106825e-07
BerkeleyDBC,divDistBased,0.145,2.1511923431472013e-07
BerkeleyDBC,divDistBased,0.146,1.9181003629853421e-07
BerkeleyDBC,divDistBased,0.147,1.7100352167620517e-07
BerkeleyDBC,divDistBased,0.148,1.5243345286020118e-07
BerkeleyDBC,divDistBased,0.149,1.358616511515365e-07
