Case Study,Sampling Strategy,Sample Set Size,Area
Polly,divDistBased,10,-0.2384273333333328
Polly,divDistBased,20,-0.15571545454545013
Polly,divDistBased,30,-0.09502666666665166
Polly,divDistBased,40,-0.07910847619044062
Polly,divDistBased,50,-0.04935456410249471
Polly,divDistBased,60,-0.04456563440848221
Polly,divDistBased,70,-0.02471244444425394
Polly,divDistBased,80,-0.01641754471516276
Polly,divDistBased,90,-0.007693101448870415
Polly,divDistBased,100,-0.005908745097483721
Polly,divDistBased,110,-0.0060120952373558635
Polly,divDistBased,120,-0.006164612020898005
Polly,divDistBased,130,-0.0063735757563552955
Polly,divDistBased,140,-0.005433746477348903
Polly,divDistBased,150,-0.005152385963037411
Polly,divDistBased,160,-0.004625827158218425
Polly,divDistBased,170,-0.0035067131755653117
Polly,divDistBased,180,-0.0036001611689213905
Polly,divDistBased,190,-0.0033229999961897063
Polly,divDistBased,200,-0.003189504946050919
Polly,divDistBased,210,-0.003222352196113239
Polly,divDistBased,220,-0.003006828822913725
Polly,divDistBased,230,-0.0027909884989882217
Polly,divDistBased,240,-0.0014624352540286328
Polly,divDistBased,250,-0.0013224126897329101
Polly,divDistBased,260,-0.0014198727637733614
Polly,divDistBased,270,-0.0012861960674974493
Polly,divDistBased,280,-0.0011752340303589042
Polly,divDistBased,290,-0.0011766757855388023
Polly,divDistBased,300,-0.00106607504018938
Polly,divDistBased,310,-0.0011162051116566023
Polly,divDistBased,320,-0.001131743253019444
Polly,divDistBased,330,-0.0012112851205999756
Polly,divDistBased,340,-0.0011660233699804534
Polly,divDistBased,350,-0.001197757551941743
Polly,divDistBased,360,-0.0012555690348576177
Polly,divDistBased,370,-0.0013198279288534147
Polly,divDistBased,380,-0.0012048655890671792
Polly,divDistBased,390,-0.0011776462255545018
Polly,divDistBased,400,-0.0012291044420632872
Polly,divDistBased,410,-0.0012814821623655934
Polly,divDistBased,420,-0.001338998379069935
Polly,divDistBased,430,-0.0013098518076911363
Polly,divDistBased,440,-0.0013555565137725468
Polly,divDistBased,450,-0.001405610568856336
Polly,divDistBased,460,-0.0012668311147693329
Polly,divDistBased,470,-0.001294689207872537
Polly,divDistBased,480,-0.001324644475229768
Polly,divDistBased,490,-0.0011134796094549445
Polly,divDistBased,500,-0.0010653013913996558
Polly,divDistBased,510,-0.001094874926327866
Polly,divDistBased,520,-0.0008816244429824203
Polly,divDistBased,530,-0.000917634002531265
Polly,divDistBased,540,-0.000942981462365869
Polly,divDistBased,550,-0.0009637390380374986
Polly,divDistBased,560,-0.000969307138533631
Polly,divDistBased,570,-0.0009964148155696597
Polly,divDistBased,580,-0.0010264534998952026
Polly,divDistBased,590,-0.0010534773634252193
Polly,divDistBased,600,-0.0010488703119449943
Polly,divDistBased,610,-0.0010733462791839145
Polly,divDistBased,620,-0.0009742828258553277
Polly,divDistBased,630,-0.0009463880468044407
Polly,divDistBased,640,-0.0006837007890146616
Polly,divDistBased,650,-0.0007075908495520142
Polly,divDistBased,660,-0.0006820924889022991
Polly,divDistBased,670,-0.0006865712615698237
Polly,divDistBased,680,-0.0006390574989206187
Polly,divDistBased,690,-0.0006462464457290377
Polly,divDistBased,700,-0.000618165051720375
Polly,divDistBased,710,-0.0006381720859235622
Polly,divDistBased,720,-0.0006322915748542019
Polly,divDistBased,730,-0.0006512128987700342
Polly,divDistBased,740,-0.0006562908801429379
Polly,divDistBased,750,-0.000664212531738666
Polly,divDistBased,760,-0.0006816637982861
Polly,divDistBased,770,-0.0006826629589839569
Polly,divDistBased,780,-0.0006232273580334084
Polly,divDistBased,790,-0.0006113734636657031
Polly,divDistBased,800,-0.000591116922753758
Polly,divDistBased,810,-0.0005831392780550778
Polly,divDistBased,820,-0.0005447880150963087
Polly,divDistBased,830,-0.0005594099390100292
Polly,divDistBased,840,-0.0005456845482715325
Polly,divDistBased,850,-0.0005596240722569596
Polly,divDistBased,860,-0.00047724017285384764
Polly,divDistBased,870,-0.0004905439770006122
Polly,divDistBased,880,-0.0004915461070124634
Polly,divDistBased,890,-0.0005042567088674583
Polly,divDistBased,900,-0.0005166854786110005
Polly,divDistBased,910,-0.0005235083536898658
Polly,divDistBased,920,-0.0005354008693476476
Polly,divDistBased,930,-0.0005470381802021776
Polly,divDistBased,940,-0.0005584284137819276
Polly,divDistBased,950,-0.0005695793561224379
Polly,divDistBased,960,-0.0005624984695154318
Polly,divDistBased,970,-0.0005311929091623019
Polly,divDistBased,980,-0.0005416695388100764
Polly,divDistBased,990,-0.0005466016121083246
Polly,divDistBased,1000,-0.0005346621197530761
Polly,divDistBased,1010,-0.0005445238024785954
Polly,divDistBased,1020,-0.0005388591632864326
Polly,divDistBased,1030,-0.0005443404789634798
Polly,divDistBased,1040,-0.0005536398109368027
Polly,divDistBased,1050,-0.0005627623488427058
Polly,divDistBased,1060,-0.0005130464201841768
Polly,divDistBased,1070,-0.0005218301661144674
Polly,divDistBased,1080,-0.0005251182167151153
Polly,divDistBased,1090,-0.0005155816991341499
Polly,divDistBased,1100,-0.0005238915786145312
Polly,divDistBased,1110,-0.0005213853324407232
Polly,divDistBased,1120,-0.0005134002901626294
Polly,divDistBased,1130,-0.0005212736401209726
Polly,divDistBased,1140,-0.0004890091022964992
Polly,divDistBased,1150,-0.000496610267503845
Polly,divDistBased,1160,-0.0004887472696161226
Polly,divDistBased,1170,-0.0004960901241716435
Polly,divDistBased,1180,-0.0005033087333796182
Polly,divDistBased,1190,-0.0004930728908738957
Polly,divDistBased,1200,-0.0005000522862294085
Polly,divDistBased,1210,-0.0004909165092550328
Polly,divDistBased,1220,-0.0004976683874090021
Polly,divDistBased,1230,-0.0005043106563488522
Polly,divDistBased,1240,-0.0004895126302937695
Polly,divDistBased,1250,-0.0004959435388764929
Polly,divDistBased,1260,-0.0004982725304946017
Polly,divDistBased,1270,-0.0005045020088370541
Polly,divDistBased,1280,-0.000510634302594611
Polly,divDistBased,1290,-0.0005166716683622447
Polly,divDistBased,1300,-0.0005159496267411263
Polly,divDistBased,1310,-0.0005218036316473337
Polly,divDistBased,1320,-0.0005275690728339796
Polly,divDistBased,1330,-0.0005112479449663993
Polly,divDistBased,1340,-0.0005135088499229861
Polly,divDistBased,1350,-0.0005043536656605858
Polly,divDistBased,1360,-0.0005091175483163655
Polly,divDistBased,1370,-0.0004011356008844293
Polly,divDistBased,1380,-0.0003957428751385053
Polly,divDistBased,1390,-0.0004009410401384243
Polly,divDistBased,1400,-0.0004060650506578624
Polly,divDistBased,1410,-0.000395783148870584
Polly,divDistBased,1420,-0.00040076353263220115
Polly,divDistBased,1430,-0.0003950076903609279
Polly,divDistBased,1440,-0.0003978504025206168
Polly,divDistBased,1450,-0.0004026264097091768
Polly,divDistBased,1460,-0.0004066704140219784
Polly,divDistBased,1470,-0.000411317080359684
Polly,divDistBased,1480,-0.000415901037683131
Polly,divDistBased,1490,-0.00041842354688441554
Polly,divDistBased,1500,-0.0004028858352765308
Polly,divDistBased,1510,-0.0003886224310371214
Polly,divDistBased,1520,-0.0003929678309417943
Polly,divDistBased,1530,-0.00038325650138899055
Polly,divDistBased,1540,-0.0003874895460516438
Polly,divDistBased,1550,-0.0003916680401574264
Polly,divDistBased,1560,-0.0003957930313992897
Polly,divDistBased,1570,-0.0003965322074779166
Polly,divDistBased,1580,-0.0004005532302776257
Polly,divDistBased,1590,-0.0004025237366771874
Polly,divDistBased,1600,-0.0004064446726636037
Polly,divDistBased,1610,-0.0004103169607501751
Polly,divDistBased,1620,-0.00041414150070010386
Polly,divDistBased,1630,-0.00041791917022349475
Polly,divDistBased,1640,-0.00042165082564888653
Polly,divDistBased,1650,-0.0004253373025703933
Polly,divDistBased,1660,-0.000428979416471485
Polly,divDistBased,1670,-0.00043257796332638173
Polly,divDistBased,1680,-0.0004361337201799954
Polly,divDistBased,1690,-0.0004396474457073073
Polly,divDistBased,1700,-0.00043711988075302474
Polly,divDistBased,1710,-0.00042788508218565875
Polly,divDistBased,1720,-0.00043127709006678995
Polly,divDistBased,1730,-0.00042996326146959126
Polly,divDistBased,1740,-0.00042261093761397064
Polly,divDistBased,1750,-0.0004258874443190055
Polly,divDistBased,1760,-0.0003651267591066355
Polly,divDistBased,1770,-0.0003683295116238925
Polly,divDistBased,1780,-0.00035482965071757924
Polly,divDistBased,1790,-0.00035796111149528925
Polly,divDistBased,1800,-0.00036105781570662597
Polly,divDistBased,1810,-0.0003641203387784691
Polly,divDistBased,1820,-0.00036714924350476663
Polly,divDistBased,1830,-0.00037014508039132045
Polly,divDistBased,1840,-0.0003731083879893411
Polly,divDistBased,1850,-0.00037603969321819573
Polly,divDistBased,1860,-0.0003789395116777562
Polly,divDistBased,1870,-0.0003818083479507361
Polly,divDistBased,1880,-0.0003846466958953892
Polly,divDistBased,1890,-0.0003874550389289249
Polly,divDistBased,1900,-0.00039023385030198434
