Case Study,Sampling Strategy,Robustness,Posterior Confidence,Prior Confidence
BerkeleyDBC,SolverBased,0.005,1.0,0.4761856206171984
BerkeleyDBC,SolverBased,0.006,1.0,0.5399091596610225
BerkeleyDBC,SolverBased,0.007,1.0,0.5959333045376644
BerkeleyDBC,SolverBased,0.008,1.0,0.6451819474588049
BerkeleyDBC,SolverBased,0.009,1.0,0.6884688856307297
BerkeleyDBC,SolverBased,0.01,1.0,0.7265108489777838
BerkeleyDBC,SolverBased,0.011,1.0,0.7599389971426653
BerkeleyDBC,SolverBased,0.012,1.0,0.7893090643399893
BerkeleyDBC,SolverBased,0.013,1.0,0.8151103099561182
BerkeleyDBC,SolverBased,0.014,1.0,0.837773414483101
BerkeleyDBC,SolverBased,0.015,1.0,0.8576774441762256
BerkeleyDBC,SolverBased,0.016,1.0,0.8751559934924595
BerkeleyDBC,SolverBased,0.017,1.0,0.8905026016875167
BerkeleyDBC,SolverBased,0.018,1.0,0.9039755287332636
BerkeleyDBC,SolverBased,0.019,1.0,0.9158019657969771
BerkeleyDBC,SolverBased,0.02,1.0,0.926181746750969
BerkeleyDBC,SolverBased,0.021,1.0,0.9352906194236019
BerkeleyDBC,SolverBased,0.022,1.0,0.9432831284440568
BerkeleyDBC,SolverBased,0.023,1.0,0.9502951554699726
BerkeleyDBC,SolverBased,0.024,1.0,0.9564461572277125
BerkeleyDBC,SolverBased,0.025,1.0,0.9618411370583817
BerkeleyDBC,SolverBased,0.026,1.0,0.966572381477013
BerkeleyDBC,SolverBased,0.027,1.0,0.9707209895539335
BerkeleyDBC,SolverBased,0.028,1.0,0.9743582196599038
BerkeleyDBC,SolverBased,0.029,1.0,0.9775466752303348
BerkeleyDBC,SolverBased,0.03,1.0,0.9803413486545957
BerkeleyDBC,SolverBased,0.031,1.0,0.982790540145068
BerkeleyDBC,SolverBased,0.032,1.0,0.9849366664526196
BerkeleyDBC,SolverBased,0.033,1.0,0.9868169725399724
BerkeleyDBC,SolverBased,0.034,1.0,0.9884641577749625
BerkeleyDBC,SolverBased,0.035,1.0,0.9899069268380111
BerkeleyDBC,SolverBased,0.036,1.0,0.991170474331054
BerkeleyDBC,SolverBased,0.037,1.0,0.9922769110100033
BerkeleyDBC,SolverBased,0.038,1.0,0.993245638622971
BerkeleyDBC,SolverBased,0.039,1.0,0.9940936795073382
BerkeleyDBC,SolverBased,0.04,1.0,0.9948359663673533
BerkeleyDBC,SolverBased,0.041,1.0,0.9954855970088605
BerkeleyDBC,SolverBased,0.042,1.0,0.9960540582388722
BerkeleyDBC,SolverBased,0.043,1.0,0.9965514226360752
BerkeleyDBC,SolverBased,0.044,1.0,0.9969865214561152
BerkeleyDBC,SolverBased,0.045,1.0,0.9973670965456362
BerkeleyDBC,SolverBased,0.046,1.0,0.9976999337954324
BerkeleyDBC,SolverBased,0.047,1.0,0.9979909803602299
BerkeleyDBC,SolverBased,0.048,1.0,0.9982454476057572
BerkeleyDBC,SolverBased,0.049,1.0,0.9984679015086547
BerkeleyDBC,SolverBased,0.05,1.0,0.9986623420276416
BerkeleyDBC,SolverBased,0.051,1.0,0.9988322727819181
BerkeleyDBC,SolverBased,0.052,1.0,0.9989807622121043
BerkeleyDBC,SolverBased,0.053,1.0,0.9991104972575189
BerkeleyDBC,SolverBased,0.054,1.0,0.9992238304590225
BerkeleyDBC,SolverBased,0.055,1.0,0.9993228212869717
BerkeleyDBC,SolverBased,0.056,1.0,0.9994092723972879
BerkeleyDBC,SolverBased,0.057,1.0,0.9994847614336756
BerkeleyDBC,SolverBased,0.058,1.0,0.999550668919252
BerkeleyDBC,SolverBased,0.059,1.0,0.999608202715058
BerkeleyDBC,SolverBased,0.06,1.0,0.9996584194650375
BerkeleyDBC,SolverBased,0.061,1.0,0.9997022433961595
BerkeleyDBC,SolverBased,0.062,1.0,0.999740482797573
BerkeleyDBC,SolverBased,0.063,1.0,0.9997738444633051
BerkeleyDBC,SolverBased,0.064,1.0,0.999802946348386
BerkeleyDBC,SolverBased,0.065,1.0,0.9998283286578399
BerkeleyDBC,SolverBased,0.066,1.0,0.9998504635612202
BerkeleyDBC,SolverBased,0.067,1.0,0.9998697637018472
BerkeleyDBC,SolverBased,0.068,1.0,0.9998865896492356
BerkeleyDBC,SolverBased,0.069,1.0,0.9999012564250359
BerkeleyDBC,SolverBased,0.07,1.0,0.9999140392168582
BerkeleyDBC,SolverBased,0.071,1.0,0.9999251783803289
BerkeleyDBC,SolverBased,0.072,1.0,0.9999348838174182
BerkeleyDBC,SolverBased,0.073,1.0,0.9999433388082656
BerkeleyDBC,SolverBased,0.074,1.0,0.9999507033642366
BerkeleyDBC,SolverBased,0.075,1.0,0.9999571171616098
BerkeleyDBC,SolverBased,0.076,1.0,0.9999627021079724
BerkeleyDBC,SolverBased,0.077,1.0,0.9999675645869872
BerkeleyDBC,SolverBased,0.078,1.0,0.9999717974215526
BerkeleyDBC,SolverBased,0.079,1.0,0.9999754815904349
BerkeleyDBC,SolverBased,0.08,1.0,0.9999786877291128
BerkeleyDBC,SolverBased,0.081,1.0,0.999981477441768
BerkeleyDBC,SolverBased,0.082,1.0,0.9999839044480195
BerkeleyDBC,SolverBased,0.083,1.0,0.9999860155850684
BerkeleyDBC,SolverBased,0.084,1.0,0.9999878516833577
BerkeleyDBC,SolverBased,0.085,1.0,0.9999894483315978
BerkeleyDBC,SolverBased,0.086,1.0,0.9999908365450377
BerkeleyDBC,SolverBased,0.087,1.0,0.9999920433491326
BerkeleyDBC,SolverBased,0.088,1.0,0.9999930922892417
BerkeleyDBC,SolverBased,0.089,1.0,0.9999940038756683
BerkeleyDBC,SolverBased,0.09,1.0,0.9999947959721818
BerkeleyDBC,SolverBased,0.091,1.0,0.9999954841351534
BerkeleyDBC,SolverBased,0.092,1.0,0.999996081909535
BerkeleyDBC,SolverBased,0.093,1.0,0.9999966010871376
BerkeleyDBC,SolverBased,0.094,1.0,0.9999970519319756
BerkeleyDBC,SolverBased,0.095,1.0,0.9999974433768478
BerkeleyDBC,SolverBased,0.096,1.0,0.9999977831948009
BerkeleyDBC,SolverBased,0.097,1.0,0.9999980781486619
BerkeleyDBC,SolverBased,0.098,1.0,0.9999983341214244
BerkeleyDBC,SolverBased,0.099,1.0,0.9999985562299238
BerkeleyDBC,SolverBased,0.1,1.0,0.9999987489239286
BerkeleyDBC,SolverBased,0.101,1.0,0.999998916072503
BerkeleyDBC,SolverBased,0.102,1.0,0.9999990610392682
BerkeleyDBC,SolverBased,0.103,1.0,0.9999991867479763
BerkeleyDBC,SolverBased,0.104,1.0,0.9999992957396368
BerkeleyDBC,SolverBased,0.105,1.0,0.9999993902222749
BerkeleyDBC,SolverBased,0.106,1.0,0.999999472114267
BerkeleyDBC,SolverBased,0.107,1.0,0.9999995430820742
BerkeleyDBC,SolverBased,0.108,1.0,0.9999996045730959
BerkeleyDBC,SolverBased,0.109,1.0,0.9999996578442674
BerkeleyDBC,SolverBased,0.11,1.0,0.9999997039869504
BerkeleyDBC,SolverBased,0.111,1.0,0.9999997439485938
BerkeleyDBC,SolverBased,0.112,1.0,0.9999997785515803
BerkeleyDBC,SolverBased,0.113,1.0,0.9999998085096212
BerkeleyDBC,SolverBased,0.114,1.0,0.9999998344420182
BerkeleyDBC,SolverBased,0.115,1.0,0.999999856886066
BerkeleyDBC,SolverBased,0.116,1.0,0.9999998763078363
BerkeleyDBC,SolverBased,0.117,1.0,0.9999998931115543
BerkeleyDBC,SolverBased,0.118,1.0,0.9999999076477497
BerkeleyDBC,SolverBased,0.119,1.0,0.9999999202203392
BerkeleyDBC,SolverBased,0.12,1.0,0.9999999310927834
BerkeleyDBC,SolverBased,0.121,1.0,0.9999999404934345
BerkeleyDBC,SolverBased,0.122,1.0,0.9999999486201832
BerkeleyDBC,SolverBased,0.123,1.0,0.9999999556444934
BerkeleyDBC,SolverBased,0.124,1.0,0.9999999617149079
BerkeleyDBC,SolverBased,0.125,1.0,0.9999999669600912
BerkeleyDBC,SolverBased,0.126,1.0,0.9999999714914709
BerkeleyDBC,SolverBased,0.127,1.0,0.9999999754055318
BerkeleyDBC,SolverBased,0.128,1.0,0.999999978785805
BerkeleyDBC,SolverBased,0.129,1.0,0.9999999817045964
BerkeleyDBC,SolverBased,0.13,1.0,0.9999999842244834
BerkeleyDBC,SolverBased,0.131,1.0,0.9999999863996163
BerkeleyDBC,SolverBased,0.132,1.0,0.9999999882768439
BerkeleyDBC,SolverBased,0.133,1.0,0.9999999898966925
BerkeleyDBC,SolverBased,0.134,1.0,0.9999999912942124
BerkeleyDBC,SolverBased,0.135,1.0,0.9999999924997133
BerkeleyDBC,SolverBased,0.136,1.0,0.999999993539401
BerkeleyDBC,SolverBased,0.137,1.0,0.9999999944359292
BerkeleyDBC,SolverBased,0.138,1.0,0.9999999952088773
BerkeleyDBC,SolverBased,0.139,1.0,0.9999999958751654
BerkeleyDBC,SolverBased,0.14,1.0,0.9999999964494126
BerkeleyDBC,SolverBased,0.141,1.0,0.9999999969442478
BerkeleyDBC,SolverBased,0.142,1.0,0.999999997370579
BerkeleyDBC,SolverBased,0.143,1.0,0.9999999977378259
BerkeleyDBC,SolverBased,0.144,1.0,0.9999999980541219
BerkeleyDBC,SolverBased,0.145,1.0,0.9999999983264881
BerkeleyDBC,SolverBased,0.146,1.0,0.999999998560985
BerkeleyDBC,SolverBased,0.147,1.0,0.9999999987628424
BerkeleyDBC,SolverBased,0.148,1.0,0.9999999989365729
BerkeleyDBC,SolverBased,0.149,1.0,0.9999999990860693
BerkeleyDBC,SRSSampling,0.0,0.0,0.0
BerkeleyDBC,SRSSampling,0.001,1.0,0.12108276426866793
BerkeleyDBC,SRSSampling,0.002,1.0,0.227604337855001
BerkeleyDBC,SRSSampling,0.003,1.0,0.32130379279990784
BerkeleyDBC,SRSSampling,0.004,1.0,0.4037139397982309
BerkeleyDBC,SRSSampling,0.005,1.0,0.4761856206171984
BerkeleyDBC,SRSSampling,0.006,1.0,0.5399091596610225
BerkeleyDBC,SRSSampling,0.007,1.0,0.5959333045376644
BerkeleyDBC,SRSSampling,0.008,1.0,0.6451819474588049
BerkeleyDBC,SRSSampling,0.009,1.0,0.6884688856307297
BerkeleyDBC,SRSSampling,0.01,1.0,0.7265108489777838
BerkeleyDBC,SRSSampling,0.011,1.0,0.7599389971426653
BerkeleyDBC,SRSSampling,0.012,1.0,0.7893090643399893
BerkeleyDBC,SRSSampling,0.013,1.0,0.8151103099561182
BerkeleyDBC,SRSSampling,0.014,1.0,0.837773414483101
BerkeleyDBC,SRSSampling,0.015,1.0,0.8576774441762256
BerkeleyDBC,SRSSampling,0.016,1.0,0.8751559934924595
BerkeleyDBC,SRSSampling,0.017,1.0,0.8905026016875167
BerkeleyDBC,SRSSampling,0.018,1.0,0.9039755287332636
BerkeleyDBC,SRSSampling,0.019,1.0,0.9158019657969771
BerkeleyDBC,SRSSampling,0.02,1.0,0.926181746750969
BerkeleyDBC,SRSSampling,0.021,1.0,0.9352906194236019
BerkeleyDBC,SRSSampling,0.022,1.0,0.9432831284440568
BerkeleyDBC,SRSSampling,0.023,1.0,0.9502951554699726
BerkeleyDBC,SRSSampling,0.024,1.0,0.9564461572277125
BerkeleyDBC,SRSSampling,0.025,1.0,0.9618411370583817
BerkeleyDBC,SRSSampling,0.026,1.0,0.966572381477013
BerkeleyDBC,SRSSampling,0.027,1.0,0.9707209895539335
BerkeleyDBC,SRSSampling,0.028,1.0,0.9743582196599038
BerkeleyDBC,SRSSampling,0.029,1.0,0.9775466752303348
BerkeleyDBC,SRSSampling,0.03,1.0,0.9803413486545957
BerkeleyDBC,SRSSampling,0.031,1.0,0.982790540145068
BerkeleyDBC,SRSSampling,0.032,1.0,0.9849366664526196
BerkeleyDBC,SRSSampling,0.033,1.0,0.9868169725399724
BerkeleyDBC,SRSSampling,0.034,1.0,0.9884641577749625
BerkeleyDBC,SRSSampling,0.035,1.0,0.9899069268380111
BerkeleyDBC,SRSSampling,0.036,1.0,0.991170474331054
BerkeleyDBC,SRSSampling,0.037,1.0,0.9922769110100033
BerkeleyDBC,SRSSampling,0.038,1.0,0.993245638622971
BerkeleyDBC,SRSSampling,0.039,1.0,0.9940936795073382
BerkeleyDBC,SRSSampling,0.04,1.0,0.9948359663673533
BerkeleyDBC,SRSSampling,0.041,1.0,0.9954855970088605
BerkeleyDBC,SRSSampling,0.042,1.0,0.9960540582388722
BerkeleyDBC,SRSSampling,0.043,1.0,0.9965514226360752
BerkeleyDBC,SRSSampling,0.044,1.0,0.9969865214561152
BerkeleyDBC,SRSSampling,0.045,1.0,0.9973670965456362
BerkeleyDBC,SRSSampling,0.046,1.0,0.9976999337954324
BerkeleyDBC,SRSSampling,0.047,1.0,0.9979909803602299
BerkeleyDBC,SRSSampling,0.048,1.0,0.9982454476057572
BerkeleyDBC,SRSSampling,0.049,1.0,0.9984679015086547
BerkeleyDBC,SRSSampling,0.05,1.0,0.9986623420276416
BerkeleyDBC,SRSSampling,0.051,1.0,0.9988322727819181
BerkeleyDBC,SRSSampling,0.052,1.0,0.9989807622121043
BerkeleyDBC,SRSSampling,0.053,1.0,0.9991104972575189
BerkeleyDBC,SRSSampling,0.054,1.0,0.9992238304590225
BerkeleyDBC,SRSSampling,0.055,1.0,0.9993228212869717
BerkeleyDBC,SRSSampling,0.056,1.0,0.9994092723972879
BerkeleyDBC,SRSSampling,0.057,1.0,0.9994847614336756
BerkeleyDBC,SRSSampling,0.058,1.0,0.999550668919252
BerkeleyDBC,SRSSampling,0.059,1.0,0.999608202715058
BerkeleyDBC,SRSSampling,0.06,1.0,0.9996584194650375
BerkeleyDBC,SRSSampling,0.061,1.0,0.9997022433961595
BerkeleyDBC,SRSSampling,0.062,1.0,0.999740482797573
BerkeleyDBC,SRSSampling,0.063,1.0,0.9997738444633051
BerkeleyDBC,SRSSampling,0.064,1.0,0.999802946348386
BerkeleyDBC,SRSSampling,0.065,1.0,0.9998283286578399
BerkeleyDBC,SRSSampling,0.066,1.0,0.9998504635612202
BerkeleyDBC,SRSSampling,0.067,1.0,0.9998697637018472
BerkeleyDBC,SRSSampling,0.068,1.0,0.9998865896492356
BerkeleyDBC,SRSSampling,0.069,1.0,0.9999012564250359
BerkeleyDBC,SRSSampling,0.07,1.0,0.9999140392168582
BerkeleyDBC,SRSSampling,0.071,1.0,0.9999251783803289
BerkeleyDBC,SRSSampling,0.072,1.0,0.9999348838174182
BerkeleyDBC,SRSSampling,0.073,1.0,0.9999433388082656
BerkeleyDBC,SRSSampling,0.074,1.0,0.9999507033642366
BerkeleyDBC,SRSSampling,0.075,1.0,0.9999571171616098
BerkeleyDBC,SRSSampling,0.076,1.0,0.9999627021079724
BerkeleyDBC,SRSSampling,0.077,1.0,0.9999675645869872
BerkeleyDBC,SRSSampling,0.078,1.0,0.9999717974215526
BerkeleyDBC,SRSSampling,0.079,1.0,0.9999754815904349
BerkeleyDBC,SRSSampling,0.08,1.0,0.9999786877291128
BerkeleyDBC,SRSSampling,0.081,1.0,0.999981477441768
BerkeleyDBC,SRSSampling,0.082,1.0,0.9999839044480195
BerkeleyDBC,SRSSampling,0.083,1.0,0.9999860155850684
BerkeleyDBC,SRSSampling,0.084,1.0,0.9999878516833577
BerkeleyDBC,SRSSampling,0.085,1.0,0.9999894483315978
BerkeleyDBC,SRSSampling,0.086,1.0,0.9999908365450377
BerkeleyDBC,SRSSampling,0.087,1.0,0.9999920433491326
BerkeleyDBC,SRSSampling,0.088,1.0,0.9999930922892417
BerkeleyDBC,SRSSampling,0.089,1.0,0.9999940038756683
BerkeleyDBC,SRSSampling,0.09,1.0,0.9999947959721818
BerkeleyDBC,SRSSampling,0.091,1.0,0.9999954841351534
BerkeleyDBC,SRSSampling,0.092,1.0,0.999996081909535
BerkeleyDBC,SRSSampling,0.093,1.0,0.9999966010871376
BerkeleyDBC,SRSSampling,0.094,1.0,0.9999970519319756
BerkeleyDBC,SRSSampling,0.095,1.0,0.9999974433768478
BerkeleyDBC,SRSSampling,0.096,1.0,0.9999977831948009
BerkeleyDBC,SRSSampling,0.097,1.0,0.9999980781486619
BerkeleyDBC,SRSSampling,0.098,1.0,0.9999983341214244
BerkeleyDBC,SRSSampling,0.099,1.0,0.9999985562299238
BerkeleyDBC,SRSSampling,0.1,1.0,0.9999987489239286
BerkeleyDBC,SRSSampling,0.101,1.0,0.999998916072503
BerkeleyDBC,SRSSampling,0.102,1.0,0.9999990610392682
BerkeleyDBC,SRSSampling,0.103,1.0,0.9999991867479763
BerkeleyDBC,SRSSampling,0.104,1.0,0.9999992957396368
BerkeleyDBC,SRSSampling,0.105,1.0,0.9999993902222749
BerkeleyDBC,SRSSampling,0.106,1.0,0.999999472114267
BerkeleyDBC,SRSSampling,0.107,1.0,0.9999995430820742
BerkeleyDBC,SRSSampling,0.108,1.0,0.9999996045730959
BerkeleyDBC,SRSSampling,0.109,1.0,0.9999996578442674
BerkeleyDBC,SRSSampling,0.11,1.0,0.9999997039869504
BerkeleyDBC,SRSSampling,0.111,1.0,0.9999997439485938
BerkeleyDBC,SRSSampling,0.112,1.0,0.9999997785515803
BerkeleyDBC,SRSSampling,0.113,1.0,0.9999998085096212
BerkeleyDBC,SRSSampling,0.114,1.0,0.9999998344420182
BerkeleyDBC,SRSSampling,0.115,1.0,0.999999856886066
BerkeleyDBC,SRSSampling,0.116,1.0,0.9999998763078363
BerkeleyDBC,SRSSampling,0.117,1.0,0.9999998931115543
BerkeleyDBC,SRSSampling,0.118,1.0,0.9999999076477497
BerkeleyDBC,SRSSampling,0.119,1.0,0.9999999202203392
BerkeleyDBC,SRSSampling,0.12,1.0,0.9999999310927834
BerkeleyDBC,SRSSampling,0.121,1.0,0.9999999404934345
BerkeleyDBC,SRSSampling,0.122,1.0,0.9999999486201832
BerkeleyDBC,SRSSampling,0.123,1.0,0.9999999556444934
BerkeleyDBC,SRSSampling,0.124,1.0,0.9999999617149079
BerkeleyDBC,SRSSampling,0.125,1.0,0.9999999669600912
BerkeleyDBC,SRSSampling,0.126,1.0,0.9999999714914709
BerkeleyDBC,SRSSampling,0.127,1.0,0.9999999754055318
BerkeleyDBC,SRSSampling,0.128,1.0,0.999999978785805
BerkeleyDBC,SRSSampling,0.129,1.0,0.9999999817045964
BerkeleyDBC,SRSSampling,0.13,1.0,0.9999999842244834
BerkeleyDBC,SRSSampling,0.131,1.0,0.9999999863996163
BerkeleyDBC,SRSSampling,0.132,1.0,0.9999999882768439
BerkeleyDBC,SRSSampling,0.133,1.0,0.9999999898966925
BerkeleyDBC,SRSSampling,0.134,1.0,0.9999999912942124
BerkeleyDBC,SRSSampling,0.135,1.0,0.9999999924997133
BerkeleyDBC,SRSSampling,0.136,1.0,0.999999993539401
BerkeleyDBC,SRSSampling,0.137,1.0,0.9999999944359292
BerkeleyDBC,SRSSampling,0.138,1.0,0.9999999952088773
BerkeleyDBC,SRSSampling,0.139,1.0,0.9999999958751654
BerkeleyDBC,SRSSampling,0.14,1.0,0.9999999964494126
BerkeleyDBC,SRSSampling,0.141,1.0,0.9999999969442478
BerkeleyDBC,SRSSampling,0.142,1.0,0.999999997370579
BerkeleyDBC,SRSSampling,0.143,1.0,0.9999999977378259
BerkeleyDBC,SRSSampling,0.144,1.0,0.9999999980541219
BerkeleyDBC,SRSSampling,0.145,1.0,0.9999999983264881
BerkeleyDBC,SRSSampling,0.146,1.0,0.999999998560985
BerkeleyDBC,SRSSampling,0.147,1.0,0.9999999987628424
BerkeleyDBC,SRSSampling,0.148,1.0,0.9999999989365729
BerkeleyDBC,SRSSampling,0.149,1.0,0.9999999990860693
Dune,RandomSampling,0.0,0.0,0.0
Dune,RandomSampling,0.001,1.0,0.10957645722328235
Dune,RandomSampling,0.002,1.0,0.2072380644519689
Dune,RandomSampling,0.003,1.0,0.2942703496593021
Dune,RandomSampling,0.004,1.0,0.3718212266681993
Dune,RandomSampling,0.005,1.0,0.44091561017924885
Dune,RandomSampling,0.006,1.0,0.5024684910246935
Dune,RandomSampling,0.007,1.0,0.557296632564779
Dune,RandomSampling,0.008,1.0,0.6061290324629254
Dune,RandomSampling,0.009,1.0,0.6496162791110143
Dune,RandomSampling,0.01,1.0,0.6883389185508575
Dune,RandomSampling,0.011,1.0,0.7228149356954716
Dune,RandomSampling,0.012,1.0,0.7535064428528937
Dune,RandomSampling,0.013,1.0,0.7808256588689876
Dune,RandomSampling,0.014,1.0,0.8051402535199534
Dune,RandomSampling,0.015,1.0,0.8267781239975551
Dune,RandomSampling,0.016,1.0,0.8460316633483552
Dune,RandomSampling,0.017,1.0,0.8631615744697716
Dune,RandomSampling,0.018,1.0,0.8784002776562331
Dune,RandomSampling,0.019,1.0,0.8919549546614001
Dune,RandomSampling,0.02,1.0,0.9040102677373888
Dune,RandomSampling,0.021,1.0,0.9147307880753855
Dune,RandomSampling,0.022,1.0,0.9242631644556586
Dune,RandomSampling,0.023,1.0,0.9327380596753809
Dune,RandomSampling,0.024,1.0,0.9402718794209479
Dune,RandomSampling,0.025,1.0,0.9469683156526617
Dune,RandomSampling,0.026,1.0,0.9529197242423938
Dune,RandomSampling,0.027,1.0,0.9582083545209995
Dune,RandomSampling,0.028,1.0,0.9629074465265842
Dune,RandomSampling,0.029,1.0,0.9670822100745646
Dune,RandomSampling,0.03,1.0,0.9707906982755062
Dune,RandomSampling,0.031,1.0,0.9740845867887311
Dune,RandomSampling,0.032,1.0,0.977009868902322
Dune,RandomSampling,0.033,1.0,0.9796074754587579
Dune,RandomSampling,0.034,1.0,0.9819138276868392
Dune,RandomSampling,0.035,1.0,0.9839613301430356
Dune,RandomSampling,0.036,1.0,0.9857788101983422
Dune,RandomSampling,0.037,1.0,0.9873919098206893
Dune,RandomSampling,0.038,1.0,0.9888234347894427
Dune,RandomSampling,0.039,1.0,0.9900936659299494
Dune,RandomSampling,0.04,1.0,0.9912206364655972
Dune,RandomSampling,0.041,1.0,0.9922203791463944
Dune,RandomSampling,0.042,1.0,0.9931071464211325
Dune,RandomSampling,0.043,1.0,0.993893606569904
Dune,RandomSampling,0.044,1.0,0.9945910184006971
Dune,RandomSampling,0.045,1.0,0.9952093868340703
Dune,RandomSampling,0.046,1.0,0.9957576014499898
Dune,RandomSampling,0.047,1.0,0.9962435598476508
Dune,RandomSampling,0.048,1.0,0.9966742774696812
Dune,RandomSampling,0.049,1.0,0.9970559853640063
Dune,RandomSampling,0.05,1.0,0.9973942171975989
Dune,RandomSampling,0.051,1.0,0.997693886694307
Dune,RandomSampling,0.052,1.0,0.997959356542149
Dune,RandomSampling,0.053,1.0,0.9981944997022659
Dune,RandomSampling,0.054,1.0,0.9984027539506783
Dune,RandomSampling,0.055,1.0,0.9985871703938147
Dune,RandomSampling,0.056,1.0,0.998750456618307
Dune,RandomSampling,0.057,1.0,0.9988950150637373
Dune,RandomSampling,0.058,1.0,0.9990229771429625
Dune,RandomSampling,0.059,1.0,0.9991362335774873
Dune,RandomSampling,0.06,1.0,0.9992364613643898
Dune,RandomSampling,0.061,1.0,0.9993251477458356
Dune,RandomSampling,0.062,1.0,0.9994036115116806
Dune,RandomSampling,0.063,1.0,0.9994730219295146
Dune,RandomSampling,0.064,1.0,0.999534415564273
Dune,RandomSampling,0.065,1.0,0.9995887112208152
Dune,RandomSampling,0.066,1.0,0.9996367232172688
Dune,RandomSampling,0.067,1.0,0.9996791731741163
Dune,RandomSampling,0.068,1.0,0.9997167004836696
Dune,RandomSampling,0.069,1.0,0.999749871606463
Dune,RandomSampling,0.07,1.0,0.999779188324953
Dune,RandomSampling,0.071,1.0,0.9998050950705408
Dune,RandomSampling,0.072,1.0,0.999827985427126
Dune,RandomSampling,0.073,1.0,0.9998482079030011
Dune,RandomSampling,0.074,1.0,0.9998660710527401
Dune,RandomSampling,0.075,1.0,0.9998818480216982
Dune,RandomSampling,0.076,1.0,0.9998957805776908
Dune,RandomSampling,0.077,1.0,0.9999080826872578
Dune,RandomSampling,0.078,1.0,0.9999189436875462
Dune,RandomSampling,0.079,1.0,0.9999285310991701
Dune,RandomSampling,0.08,1.0,0.9999369931203619
Dune,RandomSampling,0.081,1.0,0.9999444608382357
Dune,RandomSampling,0.082,1.0,0.9999510501889938
Dune,RandomSampling,0.083,1.0,0.9999568636953511
Dune,RandomSampling,0.084,1.0,0.999961992006296
Dune,RandomSampling,0.085,1.0,0.9999665152614956
Dune,RandomSampling,0.086,1.0,0.9999705043001561
Dune,RandomSampling,0.087,1.0,0.9999740217319298
Dune,RandomSampling,0.088,1.0,0.999977122885486
Dune,RandomSampling,0.089,1.0,0.9999798566486084
Dune,RandomSampling,0.09,1.0,0.9999822662121267
Dune,RandomSampling,0.091,1.0,0.9999843897286007
Dune,RandomSampling,0.092,1.0,0.999986260895448
Dune,RandomSampling,0.093,1.0,0.9999879094711143
Dune,RandomSampling,0.094,1.0,0.9999893617319116
Dune,RandomSampling,0.095,1.0,0.9999906408762914
Dune,RandomSampling,0.096,1.0,0.9999917673825521
Dune,RandomSampling,0.097,1.0,0.9999927593253018
Dune,RandomSampling,0.098,1.0,0.9999936326553942
Dune,RandomSampling,0.099,1.0,0.99999440144752
Dune,RandomSampling,0.1,1.0,0.9999950781191617
Dune,RandomSampling,0.101,1.0,0.9999956736241961
Dune,RandomSampling,0.102,1.0,0.9999961976240586
Dune,RandomSampling,0.103,1.0,0.9999966586390473
Dune,RandomSampling,0.104,1.0,0.9999970641820546
Dune,RandomSampling,0.105,1.0,0.9999974208767491
Dune,RandomSampling,0.106,1.0,0.9999977345620036
Dune,RandomSampling,0.107,1.0,0.9999980103841544
Dune,RandomSampling,0.108,1.0,0.9999982528785021
Dune,RandomSampling,0.109,1.0,0.9999984660412952
Dune,RandomSampling,0.11,1.0,0.9999986533933004
Dune,RandomSampling,0.111,1.0,0.9999988180359362
Dune,RandomSampling,0.112,1.0,0.9999989627008302
Dune,RandomSampling,0.113,1.0,0.9999990897935673
Dune,RandomSampling,0.114,1.0,0.9999992014323023
Dune,RandomSampling,0.115,1.0,0.9999992994818356
Dune,RandomSampling,0.116,1.0,0.9999993855836818
Dune,RandomSampling,0.117,1.0,0.9999994611825962
Dune,RandomSampling,0.118,1.0,0.9999995275499761
Dune,RandomSampling,0.119,1.0,0.9999995858045004
Dune,RandomSampling,0.12,1.0,0.9999996369303309
Dune,RandomSampling,0.121,1.0,0.9999996817931616
Dune,RandomSampling,0.122,1.0,0.9999997211543684
Dune,RandomSampling,0.123,1.0,0.9999997556834819
Dune,RandomSampling,0.124,1.0,0.9999997859691799
Dune,RandomSampling,0.125,1.0,0.9999998125289764
Dune,RandomSampling,0.126,1.0,0.9999998358177566
Dune,RandomSampling,0.127,1.0,0.9999998562352975
Dune,RandomSampling,0.128,1.0,0.9999998741328925
Dune,RandomSampling,0.129,1.0,0.9999998898191849
Dune,RandomSampling,0.13,1.0,0.9999999035653067
Dune,RandomSampling,0.131,1.0,0.9999999156094013
Dune,RandomSampling,0.132,1.0,0.9999999261606065
Dune,RandomSampling,0.133,1.0,0.99999993540256
Dune,RandomSampling,0.134,1.0,0.9999999434964839
Dune,RandomSampling,0.135,1.0,0.9999999505839001
Dune,RandomSampling,0.136,1.0,0.9999999567890189
Dune,RandomSampling,0.137,1.0,0.9999999622208395
Dune,RandomSampling,0.138,1.0,0.9999999669749993
Dune,RandomSampling,0.139,1.0,0.9999999711353983
Dune,RandomSampling,0.14,1.0,0.9999999747756291
Dune,RandomSampling,0.141,1.0,0.9999999779602328
Dune,RandomSampling,0.142,1.0,0.9999999807458039
Dune,RandomSampling,0.143,1.0,0.9999999831819615
Dune,RandomSampling,0.144,1.0,0.9999999853122016
Dune,RandomSampling,0.145,1.0,0.9999999871746476
Dune,RandomSampling,0.146,1.0,0.9999999888027081
